0.37,0.01,0.33,0.01,0.00,0.00,0.24,1.35,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,1.48,1.11,0.65,0.33,0.00,0.02,0.00,1.33,0.00,0.40,0.85,0.65,0.44,1
0.31,0.01,0.33,0.01,0.00,0.00,0.24,0.97,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,1.15,0.78,0.65,0.00,0.00,0.02,0.00,0.98,0.00,0.40,0.85,0.89,0.44,1
0.19,0.01,0.33,0.01,0.00,0.00,0.24,0.27,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,0.30,0.22,0.65,0.00,0.00,0.02,0.00,0.26,0.00,0.40,0.85,0.83,0.33,1
0.22,0.01,0.33,0.01,0.00,0.00,0.24,0.40,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,0.45,0.33,0.55,0.00,0.00,0.02,0.00,0.37,0.00,0.40,0.85,0.00,0.44,1
0.23,0.00,0.33,0.01,0.00,0.00,0.24,0.45,0.00,0.00,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.73,0.31,0.65,0.00,0.00,0.00,0.00,0.43,0.00,0.40,0.80,0.77,0.44,1
0.43,0.01,0.33,0.01,0.00,0.00,0.24,1.74,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,1.48,1.52,0.72,0.33,0.00,0.02,0.00,1.72,0.00,0.40,0.85,0.56,0.44,1
0.20,0.01,0.33,0.01,0.00,0.00,0.24,0.30,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,0.42,0.22,0.62,0.00,0.00,0.02,0.00,0.29,0.00,0.40,0.85,0.95,0.44,1
0.22,0.01,0.33,0.01,0.00,0.00,0.24,0.45,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,0.52,0.37,0.68,0.00,0.00,0.02,0.00,0.43,0.00,0.40,0.85,0.83,0.44,1
0.36,0.01,0.33,0.01,0.00,0.00,0.24,1.29,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,1.36,1.07,0.68,0.67,0.00,0.02,0.00,1.27,0.00,0.40,0.85,0.32,0.44,1
0.23,0.01,0.33,0.01,0.00,0.00,0.24,0.46,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,0.76,0.33,0.55,0.00,0.00,0.02,0.00,0.43,0.00,0.40,0.85,0.00,0.44,1
0.23,0.01,0.33,0.01,0.00,0.00,0.24,0.46,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,0.45,0.39,0.60,0.00,0.00,0.02,0.00,0.44,0.00,0.40,0.85,0.72,0.44,1
0.19,0.01,0.33,0.01,0.00,0.00,0.24,0.25,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,0.30,0.20,0.65,0.00,0.00,0.02,0.00,0.26,0.00,0.40,0.85,0.95,0.33,1
0.23,0.01,0.33,0.01,0.00,0.00,0.24,0.46,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,0.70,0.34,0.70,0.00,0.00,0.02,0.00,0.44,0.00,0.40,0.85,0.59,0.44,1
0.36,0.01,0.33,0.01,0.00,0.00,0.24,1.33,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,1.45,1.10,0.65,0.33,0.00,0.02,0.00,1.31,0.00,0.40,0.85,0.56,0.44,1
0.31,0.01,0.33,0.01,0.00,0.00,0.24,0.97,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,1.03,0.80,0.62,0.00,0.00,0.02,0.00,0.98,0.00,0.40,0.85,0.54,0.33,1
0.22,0.01,0.33,0.01,0.00,0.00,0.24,0.43,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,0.52,0.34,0.65,0.00,0.00,0.02,0.00,0.40,0.00,0.40,0.85,0.54,0.44,1
0.21,0.01,0.33,0.01,0.00,0.00,0.24,0.37,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,0.36,0.31,0.72,0.00,0.00,0.02,0.00,0.36,0.00,0.40,0.85,0.89,0.33,1
0.37,0.01,0.33,0.01,0.00,0.00,0.24,1.34,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,1.42,1.11,0.65,0.33,0.00,0.02,0.00,1.31,0.00,0.40,0.85,0.05,0.44,1
0.30,0.01,0.33,0.01,0.00,0.00,0.24,0.92,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,0.64,0.84,0.60,0.33,0.00,0.02,0.00,0.85,0.00,0.40,0.85,0.72,0.44,1
0.33,0.01,0.33,0.01,0.00,0.00,0.24,1.13,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,0.76,1.03,0.65,0.33,0.00,0.02,0.00,1.14,0.00,0.40,0.85,0.71,0.44,1
0.20,0.01,0.33,0.01,0.00,0.00,0.24,0.29,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,0.39,0.22,0.62,0.00,0.00,0.02,0.00,0.29,0.00,0.40,0.85,0.54,0.44,1
0.36,0.01,0.33,0.01,0.00,0.00,0.24,1.30,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,1.24,1.11,0.65,0.33,0.00,0.02,0.00,1.27,0.00,0.40,0.85,0.77,0.44,1
0.31,0.01,0.33,0.01,0.00,0.00,0.24,0.97,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,1.27,0.75,0.70,0.00,0.00,0.02,0.00,0.98,0.00,0.40,0.85,0.43,0.11,1
0.22,0.01,0.33,0.01,0.00,0.00,0.24,0.44,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,0.52,0.35,0.68,0.00,0.00,0.02,0.00,0.41,0.00,0.40,0.85,0.73,0.44,1
0.22,0.01,0.33,0.01,0.00,0.00,0.24,0.40,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,0.39,0.34,0.65,0.00,0.00,0.02,0.00,0.39,0.00,0.40,0.85,0.58,0.44,1
0.31,0.01,0.33,0.01,0.00,0.00,0.24,1.02,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,1.09,0.84,0.55,0.00,0.00,0.02,0.00,1.03,0.00,0.40,0.85,0.00,0.44,1
0.37,0.01,0.33,0.01,0.00,0.00,0.24,1.36,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,1.39,1.14,0.65,0.33,0.00,0.02,0.00,1.33,0.00,0.40,0.85,0.72,0.44,1
0.22,0.01,0.33,0.01,0.00,0.00,0.24,0.43,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,0.52,0.35,0.62,0.00,0.00,0.02,0.00,0.40,0.00,0.40,0.85,0.89,0.44,1
0.19,0.01,0.33,0.01,0.00,0.00,0.24,0.25,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,0.30,0.20,0.50,0.00,0.00,0.02,0.00,0.22,0.00,0.40,0.83,0.00,0.67,1
0.20,0.01,0.33,0.01,0.00,0.00,0.24,0.32,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,0.30,0.27,0.70,0.00,0.00,0.02,0.00,0.31,0.00,0.40,0.85,0.56,0.33,1
0.23,0.01,0.33,0.01,0.00,0.00,0.24,0.47,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,0.70,0.35,0.65,0.00,0.00,0.02,0.00,0.45,0.00,0.40,0.85,0.65,0.44,1
0.20,0.01,0.33,0.01,0.00,0.00,0.24,0.29,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,0.33,0.23,0.72,0.00,0.00,0.02,0.00,0.28,0.00,0.40,0.85,0.87,0.33,1
0.43,0.01,0.33,0.07,0.00,0.00,0.22,1.11,0.42,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,1.12,0.93,0.72,0.33,0.00,0.02,0.00,1.09,0.00,0.40,0.88,0.53,0.44,1
0.23,0.00,0.33,0.01,0.00,0.00,0.24,0.45,0.00,0.00,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.73,0.31,0.62,0.00,0.00,0.00,0.00,0.43,0.00,0.40,0.80,0.60,0.44,1
0.22,0.01,0.33,0.01,0.00,0.00,0.24,0.43,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,0.52,0.34,0.53,0.00,0.00,0.02,0.00,0.40,0.00,0.40,0.85,0.00,0.44,1
0.20,0.01,0.33,0.01,0.00,0.00,0.24,0.31,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,0.30,0.26,0.68,0.00,0.00,0.02,0.00,0.28,0.00,0.40,0.83,0.65,0.67,1
0.43,0.01,0.33,0.01,0.00,0.00,0.24,1.75,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,1.45,1.54,0.62,0.33,0.00,0.02,0.00,1.72,0.00,0.40,0.85,0.72,0.44,1
0.20,0.01,0.33,0.01,0.00,0.00,0.24,0.29,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,0.33,0.23,0.70,0.00,0.00,0.02,0.00,0.28,0.00,0.40,0.85,0.77,0.33,1
0.21,0.01,0.33,0.01,0.00,0.00,0.24,0.36,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,0.52,0.27,0.75,0.00,0.00,0.02,0.00,0.34,0.00,0.40,0.85,0.87,0.44,1
0.31,0.01,0.33,0.01,0.00,0.00,0.24,0.96,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,1.03,0.80,0.68,0.33,0.00,0.02,0.00,0.95,0.00,0.40,0.85,0.71,0.44,1
0.49,0.01,0.33,0.01,0.00,0.00,0.24,2.09,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,2.39,1.69,0.75,0.67,0.00,0.02,0.00,2.04,0.00,0.40,0.86,0.53,0.00,1
0.21,0.01,0.33,0.01,0.00,0.00,0.24,0.35,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,0.45,0.27,0.75,0.00,0.00,0.02,0.00,0.35,0.00,0.40,0.85,0.65,0.00,1
0.31,0.01,0.33,0.01,0.00,0.00,0.24,0.96,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,1.21,0.76,0.68,0.00,0.00,0.02,0.00,0.97,0.00,0.40,0.85,0.60,0.44,1
0.49,0.01,0.33,0.01,0.00,0.00,0.24,2.09,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,2.45,1.68,0.80,0.67,0.00,0.02,0.00,2.03,0.00,0.40,0.86,0.58,0.00,1
0.22,0.01,0.33,0.01,0.00,0.00,0.24,0.45,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,0.52,0.37,0.65,0.00,0.00,0.02,0.00,0.43,0.00,0.40,0.85,0.77,0.44,1
0.21,0.01,0.33,0.01,0.00,0.00,0.24,0.39,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,0.39,0.33,0.78,0.00,0.00,0.02,0.00,0.38,0.00,0.40,0.85,0.89,0.33,1
0.22,0.01,0.33,0.01,0.00,0.00,0.24,0.40,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,0.45,0.33,0.70,0.00,0.00,0.02,0.00,0.37,0.00,0.40,0.85,0.89,0.44,1
0.37,0.01,0.33,0.01,0.00,0.00,0.24,1.39,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,1.30,1.20,0.65,0.33,0.00,0.02,0.00,1.38,0.00,0.40,0.85,0.72,0.44,1
0.20,0.01,0.33,0.01,0.00,0.00,0.24,0.32,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,0.42,0.24,0.70,0.00,0.00,0.02,0.00,0.31,0.00,0.40,0.85,0.57,0.44,1
0.19,0.01,0.33,0.01,0.00,0.00,0.24,0.25,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,0.30,0.20,0.65,0.00,0.00,0.02,0.00,0.22,0.00,0.40,0.83,0.65,0.67,1
0.20,0.01,0.33,0.01,0.00,0.00,0.24,0.32,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,0.42,0.24,0.65,0.00,0.00,0.02,0.00,0.31,0.00,0.40,0.85,0.55,0.44,1
0.23,0.01,0.33,0.01,0.00,0.00,0.24,0.48,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,0.76,0.34,0.68,0.00,0.00,0.02,0.00,0.46,0.00,0.40,0.85,0.89,0.44,1
0.48,0.01,0.33,0.01,0.00,0.00,0.24,2.08,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,2.55,1.65,0.78,0.67,0.00,0.02,0.00,2.02,0.00,0.40,0.86,0.32,0.00,1
0.22,0.01,0.33,0.01,0.00,0.00,0.24,0.42,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,0.52,0.33,0.62,0.00,0.00,0.02,0.00,0.41,0.00,0.40,0.85,0.58,0.44,1
0.38,0.01,0.33,0.01,0.00,0.00,0.24,1.40,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,1.27,1.21,0.70,0.33,0.00,0.02,0.00,1.38,0.00,0.40,0.85,0.32,0.11,1
0.51,0.01,0.33,0.01,0.00,0.00,0.24,2.22,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,2.52,1.80,0.78,0.67,0.00,0.02,0.00,2.17,0.00,0.40,0.86,0.58,0.00,1
0.23,0.01,0.33,0.01,0.00,0.00,0.24,0.48,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,0.52,0.39,0.65,0.00,0.00,0.02,0.00,0.46,0.00,0.40,0.85,0.65,0.44,1
0.26,0.27,0.33,0.01,0.00,0.00,0.24,0.67,0.00,0.00,0.19,0.00,0.00,0.00,0.40,0.06,0.51,0.36,0.63,0.65,0.33,0.00,0.60,0.30,0.63,0.30,0.40,0.86,0.59,0.33,1
0.20,0.01,0.33,0.01,0.00,0.00,0.24,0.30,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,0.30,0.25,0.62,0.00,0.00,0.02,0.00,0.28,0.00,0.40,0.83,0.65,0.67,1
0.50,0.01,0.33,0.01,0.00,0.00,0.24,2.18,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,2.58,1.76,0.75,0.67,0.00,0.02,0.00,2.10,0.00,0.40,0.86,0.89,0.00,1
0.22,0.01,0.33,0.01,0.00,0.00,0.24,0.43,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,0.52,0.34,0.60,0.00,0.00,0.02,0.00,0.40,0.00,0.40,0.85,0.72,0.44,1
0.25,0.49,0.33,0.01,0.00,0.00,0.24,0.60,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.06,0.47,0.36,0.56,0.72,0.00,0.00,0.53,0.30,0.56,0.30,0.40,0.85,0.89,0.33,1
0.19,0.01,0.33,0.01,0.00,0.00,0.24,0.25,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,0.30,0.20,0.65,0.00,0.00,0.02,0.00,0.22,0.00,0.40,0.83,0.89,0.67,1
0.50,0.01,0.33,0.01,0.00,0.00,0.24,2.17,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,2.67,1.72,0.82,0.67,0.00,0.02,0.00,2.09,0.00,0.40,0.88,0.59,0.00,1
0.25,0.01,0.33,0.01,0.00,0.00,0.24,0.62,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,0.33,0.59,0.68,0.00,0.00,0.02,0.00,0.65,0.00,0.40,0.85,0.59,0.33,1
0.50,0.01,0.33,0.01,0.00,0.00,0.24,2.18,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,2.64,1.74,0.72,0.67,0.00,0.02,0.00,2.11,0.00,0.40,0.86,0.95,0.00,1
0.35,0.01,0.33,0.01,0.00,0.00,0.24,1.26,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,1.09,1.10,0.62,2.33,0.00,0.02,0.00,1.17,0.00,0.40,0.85,0.32,0.44,1
0.34,0.01,0.33,0.01,0.00,0.00,0.24,1.18,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,0.94,1.05,0.70,0.33,0.00,0.02,0.00,1.18,0.00,0.40,0.85,0.89,0.44,1
0.43,0.01,0.33,0.01,0.00,0.00,0.24,1.75,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,1.33,1.56,0.68,0.33,0.00,0.02,0.00,1.72,0.00,0.40,0.86,0.89,0.44,1
0.22,0.01,0.33,0.01,0.00,0.00,0.24,0.44,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,0.52,0.35,0.65,0.00,0.00,0.02,0.00,0.41,0.00,0.40,0.85,0.83,0.44,1
0.26,0.01,0.33,0.01,0.00,0.00,0.24,0.66,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,0.36,0.62,0.57,0.00,0.00,0.02,0.00,0.69,0.00,0.40,0.85,0.72,0.44,1
0.31,0.01,0.33,0.01,0.00,0.00,0.24,0.97,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,1.18,0.77,0.68,0.00,0.00,0.02,0.00,0.98,0.00,0.40,0.85,0.62,0.44,1
0.37,0.01,0.33,0.01,0.00,0.00,0.24,1.34,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,1.36,1.12,0.68,0.33,0.00,0.02,0.00,1.31,0.00,0.40,0.86,0.77,0.44,1
0.26,0.28,0.33,0.01,0.00,0.00,0.24,0.66,0.00,0.00,0.19,0.00,0.00,0.00,0.40,0.22,0.48,0.45,0.61,0.70,0.33,0.00,0.72,0.24,0.65,0.24,0.40,0.86,0.62,0.33,1
0.21,0.01,0.33,0.01,0.00,0.00,0.24,0.36,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,0.52,0.27,0.60,0.00,0.00,0.02,0.00,0.34,0.00,0.40,0.85,0.72,0.44,1
0.37,0.01,0.33,0.01,0.00,0.00,0.24,1.36,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,1.24,1.17,0.65,0.33,0.00,0.02,0.00,1.33,0.00,0.40,0.85,0.72,0.44,1
0.23,0.00,0.33,0.01,0.00,0.00,0.24,0.45,0.00,0.00,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.73,0.31,0.68,0.00,0.00,0.00,0.00,0.43,0.00,0.40,0.80,0.89,0.44,1
0.22,0.01,0.33,0.01,0.00,0.00,0.24,0.43,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,0.52,0.35,0.65,0.00,0.00,0.02,0.00,0.40,0.00,0.40,0.85,0.89,0.44,1
0.26,0.29,0.33,0.01,0.00,0.00,0.24,0.69,0.00,0.00,0.19,0.00,0.00,0.00,0.40,0.25,0.48,0.55,0.62,0.72,0.33,0.00,0.72,0.26,0.68,0.26,0.40,0.86,0.57,0.44,1
0.19,0.01,0.33,0.01,0.00,0.00,0.24,0.24,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,0.30,0.19,0.65,0.00,0.00,0.02,0.00,0.21,0.00,0.40,0.83,0.58,0.67,1
0.26,0.27,0.33,0.01,0.00,0.00,0.24,0.67,0.00,0.00,0.19,0.00,0.00,0.00,0.40,0.06,0.51,0.36,0.63,0.57,0.33,0.00,0.60,0.30,0.63,0.30,0.40,0.86,0.00,0.33,1
0.23,0.01,0.33,0.01,0.00,0.00,0.24,0.48,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,0.76,0.35,0.60,0.00,0.00,0.02,0.00,0.46,0.00,0.40,0.85,0.72,0.44,1
0.43,0.01,0.33,0.07,0.00,0.00,0.22,1.11,0.42,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,1.12,0.94,0.68,0.33,0.00,0.02,0.00,1.09,0.00,0.40,0.86,0.72,0.44,1
0.25,0.16,0.33,0.01,0.00,0.00,0.24,0.63,0.00,0.00,0.19,0.00,0.00,0.00,0.40,0.03,0.32,0.48,0.56,0.68,0.00,0.00,0.40,0.15,0.61,0.15,0.40,0.86,0.89,0.33,1
0.22,0.01,0.33,0.01,0.00,0.00,0.24,0.41,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,0.52,0.33,0.62,0.00,0.00,0.02,0.00,0.39,0.00,0.40,0.85,0.59,0.44,1
0.52,0.01,0.33,0.01,0.00,0.00,0.24,2.31,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,2.61,1.88,0.80,0.67,0.00,0.02,0.00,2.24,0.00,0.40,0.86,0.65,0.00,1
0.29,0.01,0.33,0.01,0.00,0.00,0.24,0.87,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,0.79,0.76,0.62,0.33,0.00,0.02,0.00,0.88,0.00,0.40,0.85,0.55,0.44,1
0.26,0.16,0.33,0.01,0.00,0.00,0.24,0.66,0.00,0.00,0.19,0.00,0.00,0.00,0.40,0.03,0.32,0.61,0.57,0.72,0.00,0.00,0.40,0.15,0.64,0.15,0.40,0.86,0.89,0.44,1
0.23,0.01,0.33,0.01,0.00,0.00,0.24,0.48,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,0.76,0.34,0.65,0.00,0.00,0.02,0.00,0.46,0.00,0.40,0.85,0.63,0.44,1
0.34,0.01,0.33,0.01,0.00,0.00,0.24,1.19,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,1.12,1.02,0.57,0.00,0.00,0.02,0.00,1.20,0.00,0.40,0.85,0.02,0.44,1
0.20,0.00,0.33,0.01,0.00,0.00,0.24,0.28,0.00,0.00,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.24,0.62,0.00,0.00,0.00,0.00,0.28,0.00,0.40,0.80,0.73,0.33,1
0.50,0.01,0.33,0.01,0.00,0.00,0.24,2.18,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,2.42,1.78,0.80,0.67,0.00,0.02,0.00,2.12,0.00,0.40,0.86,0.89,0.00,1
0.19,0.01,0.33,0.01,0.00,0.00,0.24,0.25,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.03,0.00,0.30,0.20,0.60,0.00,0.00,0.02,0.00,0.22,0.00,0.40,0.83,0.08,0.67,1
