Date,Open,High,Low,Close,Volume
20180126,69.4,70,66.5,69.1,2617800
20180125,65.5,67.7,63.8,67.7,4788340
20180122,62,63.4,61.7,63.3,2300660
20180119,58.6,61.4,58.3,61,2998270
20180118,56,58.5,55.9,58.5,2845720
20180117,59.8,59.9,56.2,56.2,2077670
20180116,59.3,60.3,58.8,60,2218380
20180115,58,60,57,60,2061850
20180112,58.8,59.4,58,58,2525840
20180111,57.5,58.8,57.2,58.8,1766240
20180110,58.3,59.2,57.3,58,2842830
20180109,56,58.5,54.5,58.5,2853160
20180108,54,55.5,53,55.4,2071140
20180105,55.1,55.1,53.9,54,2045200
20180104,54.6,55.4,54.3,55.4,1990040
20180103,55.5,55.7,54.5,54.9,1843870
20180102,54,55.4,53.6,55,2801720
20171229,54,55,53.9,54.3,2753570
20171228,52.5,54.9,52.5,54.1,2321870
20171227,51.4,52.8,51.1,52.5,2214360
20171226,51.5,51.7,50.5,51.4,1701570
20171225,51,51.7,50.8,51.4,1491740
20171222,48.2,50.8,48.05,50.8,4459390
20171221,49,49.2,48.5,48.5,1547200
20171220,47.75,49.35,47.4,49,2587600
20171219,47.9,48.45,47.35,47.75,1958480
20171218,47,48.2,46.6,47.8,2349430
20171215,45.3,46.5,45.2,46,2574240
20171214,44,45.5,43.9,45.3,2166840
20171213,45,45.1,43.7,44,1177420
20171212,45.3,45.4,41.6,44.7,2440280
20171211,46,46.9,44.6,44.6,1447900
20171208,47.6,47.6,46.5,47.05,1517040
20171207,48,48,46.7,47.6,2737090
20171206,48,48.3,47.1,48,2102030
20171205,49,50,48.1,48.1,1975550
20171204,48.5,49.4,48.3,49.4,1939700
20171201,48.6,48.9,48,48.3,2085760
20171130,48.8,50,48.5,48.5,1997210
20171129,48,49,48,49,1440140
20171128,48.1,48.4,47.5,48.2,1712500
20171127,47.5,48.2,46.8,47.9,2242960
20171124,47.5,47.7,47,47.4,1363450
20171123,48.7,48.9,46.85,47.9,2666680
20171122,46.7,48.1,46.7,48,3116060
20171121,45.3,47.7,45.2,46.7,3799100
20171120,44.4,45,44.35,45,1783000
20171117,44.8,45.15,44.35,44.4,2063770
20171116,43.75,44.85,43.6,44.7,2077060
20171115,43.6,44.2,43.6,43.6,1304050
20171114,43.5,44.4,43.35,43.8,3008230
20171113,43.5,43.7,43,43.4,2104320
20171110,43,43.65,42.8,43.1,2187370
20171109,43.8,44,43.1,43.1,1899000
20171108,42.45,44,42.2,43.6,2695690
20171107,42.5,42.85,42,42.45,1712940
20171106,42,42.9,41.8,42.5,2460760
20171103,41.4,41.9,40.8,41.9,1399850
20171102,41.6,42.9,41.1,41.1,2341010
20171101,41.6,41.85,41.35,41.6,2149100
20171031,41.9,42.1,41.4,41.4,1322440
20171030,42.3,42.95,41.5,41.9,3808170
20171027,40.6,42,40.45,42,2347090
20171026,40.75,41.25,40.2,40.6,1922030
20171025,40,40.8,40,40.75,1385130
20171024,39.85,40.3,39.5,40,1212060
20171023,39.9,41.35,39.8,39.9,3568930
20171020,40.55,41.3,40.45,40.8,2072400
20171019,40.7,40.9,40.3,40.5,1482080
20171018,40.9,41.4,40.55,40.7,3053330
20171017,39.05,41,39,41,3062770
20171016,39.45,39.5,38.95,39.05,1542490
20171013,39,39.4,39,39.35,1784200
20171012,39.35,39.45,39.05,39.05,1767480
20171011,39.8,39.9,39.05,39.35,2835470
20171010,39.4,39.9,39.2,39.65,2583380
20171009,39.35,39.65,39.15,39.4,2500440
20171006,38.7,39.15,38.65,39.05,2322970
20171005,39.2,40,38.7,38.7,5672370
20171004,37.5,39,37.5,38.8,4836990
20171003,37.8,37.9,37.5,37.6,1417210
20171002,37.8,38.1,37.45,37.65,1205110
20170929,37.25,37.75,37.2,37.6,2122200
20170928,37.2,37.45,37.1,37.25,1573710
20170927,37.0965,37.1944,36.7539,36.9008,1377060
20170926,36.7013,36.897,36.5055,36.8518,871840
20170925,36.8518,36.9497,36.6561,36.705,1065690
20170922,37.0438,37.0927,36.7991,36.8518,1052820
20170921,36.9986,37.3412,36.9497,37.0476,1215880
20170920,36.6523,37.3863,36.6523,36.9986,2168280
20170919,36.6523,36.9949,36.5055,36.6071,2466890
20170918,37.1944,37.3902,36.8029,36.8029,2916990
20170915,37.488,37.5859,37.0965,37.1944,2799180
20170914,37.3863,37.68,37.0927,37.488,2432090
20170913,37.5821,37.5821,37.0927,37.2433,774520
20170912,36.897,37.2885,36.8481,37.2433,1335940
20170911,36.9986,38.0753,36.9008,36.9008,1858420
20170908,37.1944,37.2923,36.8518,36.9008,753240
20170907,37.1944,37.1944,36.9008,36.9008,558020
20170906,37.1944,37.3412,36.9497,37.1944,589690
20170905,36.6034,37.4842,36.3587,37.3412,1658120
20170901,36.6071,36.705,36.3135,36.6561,655740
20170831,36.1177,36.6561,36.0688,36.3135,697650
20170830,36.2156,36.5092,36.1177,36.2156,697600
20170829,36.6561,36.705,36.2156,36.2156,691290
20170828,36.3624,36.6561,36.3135,36.6561,664630
20170825,36.2608,36.6034,36.2608,36.3624,222240
20170824,36.3587,36.6523,36.114,36.2645,326460
20170823,36.2156,36.3135,35.922,36.2156,551970
20170822,36.7013,36.7013,36.114,36.1177,547530
20170821,36.7013,36.7991,36.5055,36.6071,257280
20170818,36.5092,36.9986,36.3624,36.705,720950
20170817,36.7013,36.7502,36.3587,36.5092,521370
20170816,36.5092,36.7539,36.4603,36.705,388380
20170815,36.7991,36.897,36.5055,36.5092,466800
20170814,36.6523,36.9949,36.6523,36.8518,363540
20170811,36.6561,36.7539,36.5092,36.6561,580140
20170810,36.7539,37.0965,36.6561,36.9008,1133390
20170809,37.5821,37.7289,36.7013,36.9986,1227850
20170808,37.2395,38.1204,37.2395,37.5859,1643470
20170807,37.2885,37.4353,37.1906,37.2433,748690
20170804,37.4842,37.5821,37.0927,37.2433,755620
20170803,37.4842,37.5821,37.2885,37.488,677010
20170802,37.2923,37.5859,36.9986,37.2923,943280
20170801,37.1906,37.8757,37.1906,37.5859,1710380
20170731,36.705,37.0965,36.705,36.9497,1097910
20170728,36.5582,36.9986,36.5092,36.705,1246630
20170727,36.6071,36.7539,36.5582,36.5582,661800
20170726,36.6523,36.7991,36.4076,36.6071,1240450
20170725,36.4076,36.5544,36.114,36.5092,483370
20170724,36.2119,36.5055,35.8694,36.5092,914230
20170721,36.8029,36.9008,36.2156,36.2156,1058900
20170720,36.705,36.8029,36.3135,36.6561,1086130
20170719,36.9986,37.1455,36.705,36.8029,1170570
20170718,36.8029,37.1944,36.7539,36.9497,1396110
20170717,37.4391,37.537,36.9008,36.9008,703340
20170714,37.3902,37.537,37.2433,37.4391,386280
20170713,37.6838,37.6838,37.1944,37.3902,467540
20170712,37.6838,37.6838,37.0476,37.1944,1299690
20170711,37.1906,37.4842,36.7991,37.488,1103920
20170710,38.0753,38.2711,37.1944,37.2923,1364350
20170707,38.6626,38.8094,37.8796,37.8796,1164990
20170706,37.9774,38.6626,37.9774,38.5158,2378800
20170705,38.1732,38.1732,37.6349,38.0264,799160
20170704,38.1732,38.1732,37.6838,37.8796,819980
20170703,37.68,38.3161,37.5821,38.0753,1812960
20170630,37.488,37.7817,37.2923,37.6838,854400
20170629,37.488,37.537,37.0965,37.3902,841580
20170628,37.4353,37.4842,37.0438,37.2433,1400580
20170627,37.9774,38.0264,37.4391,37.4391,1026510
20170626,37.488,37.7817,37.3412,37.6838,1214450
20170623,37.2433,37.3902,36.9497,37.2923,1880570
20170622,37.8796,37.9285,37.2923,37.2923,1355410
20170621,38.4629,38.5118,37.1906,37.8306,2270290
20170620,38.9562,38.9562,38.4668,38.6626,2278990
20170619,39.0052,39.152,38.5647,38.8584,1526720
20170616,39.0052,39.0052,38.4179,38.6626,2708280
20170615,38.369,38.7605,38.2221,38.6626,2996650
20170614,37.7327,38.5647,37.7327,38.369,2818810
20170613,37.2395,37.8268,37.1906,37.7327,986280
20170612,37.5859,37.6349,37.1455,37.537,971550
20170609,37.2885,37.7778,37.0927,37.5859,1972850
20170608,37.3863,37.4842,36.9949,37.0965,1634700
20170607,37.8757,38.0225,37.3863,37.488,2419330
20170606,36.5055,37.8268,36.4076,37.8306,4750190
20170605,35.6283,36.5092,35.5794,36.4114,1909000
20170602,35.5268,35.7226,35.3311,35.5304,1088530
20170601,35.6247,35.8694,35.4289,35.5304,972860
20170531,35.922,35.922,35.041,35.4326,1478930
20170530,35.9183,35.9183,35.4289,35.5304,1368210
20170529,36.3098,36.6034,35.6247,35.6283,1697170
20170526,36.2645,36.4603,35.922,35.922,1241870
20170525,36.9986,37.0476,36.3135,36.3135,1692550
20170524,36.3624,37.2433,36.2645,36.9497,1579160
20170523,36.705,36.9008,36.4114,36.4114,1332510
20170522,36.3135,37.3902,35.9709,36.705,3432310
20170519,35.6283,35.9709,35.5304,35.9709,1089810
20170518,35.3347,35.7751,35.3347,35.5794,1050880
20170517,35.2368,35.5794,35.2368,35.4326,1250660
20170516,35.3311,35.6247,35.2332,35.2857,1005430
20170515,35.6247,35.7226,35.38,35.5304,1127830
20170512,35.9709,36.0198,35.5794,35.6773,898130
20170511,36.0162,36.2119,35.9672,36.0198,1216160
20170510,35.6773,36.2156,35.6773,35.9709,1447800
20170509,34.9921,35.8241,34.8942,35.6773,1633890
20170508,35.3347,35.5304,34.9432,34.9921,863080
20170505,35.5304,35.5304,35.1389,35.3347,783900
20170504,34.7439,35.8204,34.646,35.5304,2186490
20170503,34.3559,35.2368,34.3069,34.7474,899880
20170428,34.0622,34.5027,34.0133,34.3559,1522920
20170427,34.4538,34.5516,33.9644,34.1112,2240170
20170426,34.3524,34.4502,34.2545,34.3069,709260
20170425,34.3559,34.5516,34.2091,34.3559,656130
20170424,34.7474,34.9921,34.3559,34.3559,450210
20170421,34.6495,35.1389,34.6495,34.7474,517030
20170420,35.1353,35.1353,34.646,34.6495,1002210
20170419,35.0375,35.3311,34.9396,35.1389,571690
20170418,34.7474,35.09,34.6495,35.09,534340
20170417,35.5794,35.6773,34.7474,34.7474,1031640
20170414,35.922,35.9709,35.2368,35.5794,1028920
20170413,35.873,36.3624,35.873,35.9709,771230
20170412,36.2119,36.2119,35.8694,36.0198,925540
20170411,35.9183,36.2119,35.9183,36.1177,494890
20170410,36.1177,36.3135,35.922,35.922,701010
20170407,35.8204,36.114,35.8204,36.0198,746360
20170405,36.0198,36.5092,36.0198,36.0688,620740
20170404,35.7226,36.3098,35.6736,36.0198,1012810
20170403,36.114,36.2608,35.5268,35.6283,2231080
20170331,36.4076,36.6034,36.114,36.1177,1648790
20170330,36.5092,36.8029,36.4114,36.4114,1000760
20170329,36.4566,36.7013,36.3587,36.5092,1380040
20170328,36.9949,37.2395,36.5544,36.6071,1950220
20170327,37.1906,37.5821,36.9459,36.9986,1677100
20170324,37.6838,37.7327,36.9497,37.1944,1411600
20170323,36.9008,37.6838,36.8029,37.4391,1640470
20170322,37.1944,37.537,36.8029,36.9008,1941850
20170321,37.0965,37.1944,36.8029,37.1944,975510
20170320,36.6034,37.0927,36.6034,36.7539,1083060
20170317,36.3135,36.7539,36.1667,36.2156,3101080
20170316,36.2156,36.4603,36.1667,36.3135,574840
20170315,36.4603,36.4603,36.1667,36.1667,561660
20170314,36.2608,36.6034,36.2608,36.2645,502570
20170313,36.3098,36.6034,36.2608,36.2645,885720
20170310,36.705,37.3902,36.5582,36.705,596520
20170309,37.1417,37.5821,36.9949,36.9986,1001970
20170308,36.5092,37.3902,36.5092,36.9008,892080
20170307,36.705,36.705,36.3135,36.705,561990
20170306,37.1906,37.1906,36.5055,36.5092,510190
20170303,36.4114,36.8029,36.1177,36.705,516470
20170302,36.7991,36.897,36.114,36.1177,1147120
20170301,36.6071,36.8029,36.4114,36.4114,753500
20170228,37.3863,37.3863,36.6034,36.6071,703780
20170227,37.3902,37.537,36.4114,37.3902,902460
20170224,36.9986,37.0476,36.5092,36.6561,785650
20170223,37.0965,37.3902,36.7539,36.8029,1453770
20170222,37.68,37.68,36.9949,37.0965,802090
20170221,37.1906,37.631,37.1417,37.5859,1076370
20170220,37.6838,37.6838,37.0965,37.1455,1322360
20170217,37.8757,37.9246,37.4842,37.488,1220700
20170216,38.369,38.7115,37.6838,37.7817,1359740
20170215,38.0264,38.4668,37.7817,38.1732,1419820
20170214,38.0264,38.2711,37.6838,37.8796,1325510
20170213,38.4668,38.4668,37.8796,38.0264,1490330
20170210,38.8055,38.8055,38.4629,38.4668,1754030
20170209,39.0052,39.0541,38.6626,38.8584,1203520
20170208,38.5647,38.9562,38.2711,38.9073,1792740
20170207,37.9774,38.4179,37.9285,38.4179,1527190
20170206,37.8796,38.0753,37.5859,37.8796,1288900
20170203,38.6626,38.6626,37.8796,37.8796,1546040
20170202,38.7605,38.7605,38.0753,38.6137,1368580
20170125,38.0714,38.4629,37.5821,38.4668,1352580
20170124,37.2433,37.7817,37.1944,37.7817,899030
20170123,37.537,37.537,37.1455,37.2923,717890
20170120,37.3902,37.6838,37.1944,37.1944,908930
20170119,37.5859,37.6838,37.1944,37.1944,521040
20170118,37.9246,38.3161,37.4842,37.488,1143460
20170117,36.705,38.32,36.705,38.1243,2340000
20170116,36.705,36.9986,36.2645,36.5582,641920
20170113,36.8029,37.488,36.6561,36.6561,1164660
20170112,37.5821,37.68,36.9949,37.0965,1863070
20170111,37.5859,37.9285,37.4391,37.6349,1498220
20170110,37.5821,37.8268,37.5331,37.5859,1234210
20170109,37.3902,38.1243,37.2923,37.8796,2379510
20170106,36.4076,37.5821,36.3098,37.0965,2495910
20170105,36.114,36.5055,36.0651,36.3624,855250
20170104,36.705,36.8029,36.0198,36.2156,1339740
20170103,34.8453,36.705,34.8453,36.4603,2018750
20161230,34.6985,34.9432,34.6495,34.6985,565850
20161229,35.1389,35.1389,34.6495,34.6985,482410
20161228,35.3347,35.3347,34.8453,34.8453,647070
20161227,35.4326,35.6283,35.2368,35.2368,821630
20161226,34.8942,35.4326,34.8453,35.3347,1005930
20161223,34.2091,34.8453,34.1112,34.8453,985440
20161222,34.3524,34.3524,34.1077,34.1601,422940
20161221,34.1601,34.4538,33.9644,34.2091,314930
20161220,34.5516,34.5516,34.1112,34.2091,449350
20161219,34.3524,34.5481,34.2545,34.4048,847210
20161216,34.258,34.3559,33.9644,34.3559,1269760
20161215,34.0622,34.5516,33.7686,34.258,540870
20161214,33.5205,34.1077,33.5205,34.0622,500040
20161213,34.1566,34.1566,33.5205,33.6707,775830
20161212,33.863,34.2545,33.863,34.1601,557230
20161209,34.0588,34.4013,34.0588,34.3069,566840
20161208,33.6707,34.6985,33.475,34.258,677500
20161207,33.4226,33.6673,33.4226,33.6707,779510
20161206,34.2056,34.2056,33.2758,33.426,1338320
20161205,34.3524,34.4013,34.1566,34.1601,548780
20161202,34.4502,34.597,34.3524,34.5516,751530
20161201,34.7474,34.7474,34.4538,34.5027,866550
20161130,33.8665,34.4538,33.6707,34.4538,2063550
20161129,34.5516,34.7474,34.0622,34.258,1322100
20161128,34.9432,34.9432,34.6006,34.7474,1062520
20161125,35.2332,35.3311,34.9396,35.041,689900
20161124,35.3347,35.5794,35.1389,35.2368,632950
20161123,35.3311,35.6736,35.2332,35.5304,938330
20161122,34.9432,35.2368,34.8942,35.2368,623270
20161121,34.7963,35.041,34.7474,34.9432,592840
20161118,34.7439,34.8907,34.6949,34.7963,628230
20161117,35.0375,35.0375,34.597,34.8942,737730
20161116,35.0375,35.1353,34.8417,35.041,455210
20161115,34.9885,35.4779,34.9885,35.041,278870
20161114,35.4779,35.4779,34.9885,35.041,745100
20161111,35.7262,36.0198,35.2857,35.4815,898610
20161110,35.6247,35.8204,35.5757,35.6283,792150
20161109,35.5304,35.5304,34.258,35.2368,1690880
20161108,35.6247,35.6736,35.2332,35.6283,1088300
20161107,34.3559,35.5304,34.3069,35.4815,1085380
20161104,34.4538,34.4538,34.1601,34.258,613830
20161103,34.4048,34.5027,34.0133,34.258,984650
20161102,35.0375,35.1843,34.646,34.6495,508170
20161101,35.0375,35.4289,34.9396,35.1389,519580
20161031,35.2368,35.6773,35.2368,35.2368,672940
20161028,35.5268,35.6247,35.1353,35.5304,435980
20161027,34.5481,35.5268,34.5481,35.5304,844890
20161026,34.9885,35.0375,34.5481,34.5516,694100
20161025,35.3347,35.3347,34.6495,34.9921,1336590
20161024,36.0198,36.2156,35.3347,35.3347,682740
20161021,35.922,36.2156,35.8241,35.922,775760
20161020,36.0198,36.2156,35.922,35.922,590370
20161019,36.0198,36.4114,35.8241,35.922,960210
20161018,35.6283,36.1177,35.3347,35.6773,943960
20161017,36.4076,36.4076,35.6247,35.6283,1573680
20161014,36.5092,36.9008,36.4114,36.4114,840790
20161013,36.897,36.897,36.3098,36.5092,587930
20161012,36.9986,37.1455,36.6561,36.8029,532610
20161011,36.897,36.9949,35.8204,36.9986,2070950
20161010,37.1455,37.3902,36.2156,36.705,1014570
20161007,37.6349,37.8306,36.9986,37.1455,1316880
20161006,37.3902,37.8306,37.3902,37.537,1173090
20161005,37.6838,37.7817,37.3412,37.3902,931670
20161004,37.0927,37.7778,36.9949,37.0965,1653180
20161003,37.4842,37.7778,36.897,37.0965,1293590
20160930,37.4842,37.9736,37.1906,37.488,1402860
20160929,38.1693,38.3161,37.1906,37.488,1749200
20160928,37.9774,38.369,37.7327,38.1732,1753620
20160927,36.8029,37.8306,36.6071,37.7817,2049090
20160926,36.5582,37.1455,36.2645,36.8029,1147450
20160923,36.705,36.8518,36.4114,36.5582,836780
20160922,36.9986,37.488,36.6561,36.705,1593200
20160921,36.2156,36.8029,36.2156,36.6561,1739860
20160920,35.922,36.8029,35.5304,36.6561,1203310
20160919,34.9396,36.0651,34.9396,35.873,1527320
20160916,35.2368,35.3347,34.258,34.258,7265480
20160915,36.0198,36.3135,35.2368,35.2368,717270
20160914,34.7963,36.6071,34.7963,35.7262,1555400
20160913,36.705,36.705,35.2368,35.2368,2161880
20160912,37.7817,37.7817,36.2156,36.6561,1033010
20160909,37.1944,38.2711,36.9986,37.8796,3353710
20160908,36.2457,36.2457,35.535,35.8907,1899730
20160907,36.2457,36.9564,35.535,35.8907,1582570
20160906,36.2457,36.6011,35.535,35.8907,1844160
20160905,37.3118,37.3118,35.3929,35.8907,4191860
20160901,38.7332,39.0885,36.6011,37.3121,3427730
20160831,39.4439,40.1546,38.0225,38.3782,2593570
20160830,40.1546,40.5099,39.0885,39.4442,1550890
20160829,42.2867,42.9974,40.8653,40.8656,1324350
20160826,39.7992,40.8653,39.4439,40.8656,1821780
20160825,38.3778,38.7332,38.0225,38.3782,453540
20160824,38.0225,38.7332,38.0225,38.3782,275230
20160823,37.6671,38.3778,37.3118,37.6675,559330
20160822,39.0885,39.0885,38.0225,38.0228,466900
20160819,37.6671,38.7332,37.6671,38.0228,250570
20160818,38.3778,39.0885,37.6671,37.6675,577820
20160817,38.3778,38.3778,36.9564,37.6675,635370
20160816,38.3778,39.0885,38.0225,38.3782,513280
20160815,38.0225,39.0885,38.0225,38.7335,165580
20160812,39.4439,39.7992,38.0225,38.7335,331030
20160811,38.0225,39.7992,38.0225,39.7996,737430
20160810,37.3118,38.3778,37.3118,38.0228,310040
20160809,36.9564,37.6671,36.6011,37.6675,181050
20160808,36.6011,36.9564,35.8904,36.9567,348760
20160805,37.3118,37.3118,35.8904,36.246,327970
20160804,36.2457,38.3778,35.8904,36.9567,537660
20160803,36.2457,36.6011,35.1797,35.8907,324230
20160802,37.6671,37.6671,36.2457,36.6014,634560
20160801,38.3778,38.3778,37.6671,37.6675,365040
20160729,38.7332,39.0885,38.0225,38.3782,225610
20160728,38.7332,39.0885,38.0225,39.0889,91390
20160727,38.7332,38.7332,37.3118,38.7335,402240
20160726,37.6671,38.3778,36.9564,37.6675,268770
20160725,36.9564,38.0225,36.6011,37.6675,318900
20160722,39.0885,39.4439,36.9564,36.9567,886600
20160721,39.0885,39.4439,37.6671,39.4442,657360
20160720,40.1546,40.1546,38.3778,39.0889,422540
20160719,39.7992,40.5099,39.0885,39.7996,559050
20160718,38.0225,39.7992,37.6671,39.4442,736570
20160715,39.7992,40.5099,38.3778,38.3782,850920
20160714,41.2206,41.576,39.7992,39.7996,921830
20160713,38.3778,40.8653,38.3778,40.8656,1442560
20160712,36.9564,38.3778,36.9564,38.3782,725030
20160711,36.6011,38.0225,36.2457,36.9567,1538540
20160708,36.2457,37.3118,35.535,36.246,834180
20160707,35.8904,36.2457,35.3929,36.246,714940
