Date,Open,High,Low,Close,Volume
20171201,25.7088,25.7088,25.3998,25.4307,3263090
20171130,24.9672,25.4925,24.9054,25.4307,4526350
20171129,24.5964,24.9981,24.5964,24.7818,1922690
20171128,24.5964,24.9363,24.5346,24.5964,1532570
20171127,24.72,24.72,24.5655,24.5964,865430
20171124,24.8745,25.0908,24.5346,24.72,939760
20171123,24.72,25.2762,24.1638,24.72,1865520
20171122,24.102,24.8436,24.0402,24.4728,1542070
20171121,24.102,24.3183,23.9475,24.0711,1003180
20171120,24.4728,24.4728,24.1329,24.1638,629260
20171117,24.5964,24.72,24.3801,24.411,561660
20171116,24.2874,24.9672,24.1329,24.411,916660
20171115,24.2874,24.3801,23.9784,24.2874,775820
20171114,23.9166,24.3492,23.9166,24.1329,777620
20171113,24.4728,24.4728,23.8548,23.9166,734400
20171110,24.5037,24.5346,24.411,24.4419,503430
20171109,24.9054,24.9054,24.411,24.5346,537590
20171108,24.411,24.9054,24.1947,24.8436,826220
20171107,24.5964,24.5964,24.3492,24.411,579800
20171106,24.8436,24.8436,24.411,24.6582,490420
20171103,23.3604,24.8436,23.3604,24.8436,1257280
20171102,24.8436,25.0908,23.2368,23.2986,2450520
20171101,25.0908,25.2762,24.8127,24.9054,994020
20171031,25.3998,25.5234,25.0908,25.1217,1027260
20171030,25.2453,25.8324,25.2453,25.3998,1960480
20171027,25.0908,25.338,25.0599,25.2453,738890
20171026,25.338,25.5234,25.029,25.1526,757830
20171025,25.1526,25.4307,24.9054,25.338,1275530
20171024,25.3071,25.3071,24.9981,25.1526,826280
20171023,25.2144,25.8942,25.1526,25.2144,1498490
20171020,25.3998,25.7088,25.3998,25.5234,1480860
20171019,25.4616,25.7706,25.2144,25.3998,1057180
20171018,25.956,26.0178,25.5234,25.5234,2362080
20171017,25.1526,25.647,25.1526,25.4616,1689100
20171016,24.8436,25.4616,24.8436,25.1526,2217910
20171013,24.6582,25.3689,24.6582,24.8436,1322500
20171012,24.4419,25.2144,24.2874,24.7509,2362040
20171011,23.6076,24.411,23.5767,24.411,3495690
20171010,23.1441,23.6076,23.0823,23.484,869010
20171009,23.2368,23.2368,23.0205,23.1441,936770
20171006,22.8969,22.9896,22.7424,22.9896,409110
20171005,22.9278,22.9587,22.7733,22.7733,219990
20171004,22.8042,22.866,22.7115,22.8042,457470
20171003,22.9896,23.0514,22.7115,22.8042,659660
20171002,23.175,23.2368,22.866,23.0205,634350
20170929,23.0205,23.3295,23.0205,23.175,752340
20170928,23.0514,23.3604,22.9896,23.0205,1238590
20170927,22.6188,23.1441,22.6188,23.0205,1473820
20170926,22.8042,22.8042,22.6188,22.6188,718370
20170925,22.6806,22.7733,22.6497,22.6497,504360
20170922,22.8042,22.8042,22.557,22.6806,1288830
20170921,22.8042,22.8351,22.7115,22.8042,535570
20170920,22.8351,23.0514,22.7733,22.8042,789670
20170919,23.0514,23.0514,22.8042,22.8351,820020
20170918,23.1132,23.175,23.0205,23.0514,323580
20170915,23.1441,23.2368,23.0823,23.1132,352480
20170914,23.175,23.2368,23.0514,23.1441,268880
20170913,23.0823,23.2368,22.9278,23.175,312470
20170912,22.866,23.175,22.4952,23.0823,330150
20170911,23.484,23.5458,22.8042,22.866,655570
20170908,23.793,23.793,23.5767,23.6076,339640
20170907,23.6076,24.2874,23.6076,23.8239,900290
20170906,22.4952,23.6076,22.4334,23.5767,1269010
20170905,22.2789,22.4952,22.2789,22.4952,1274130
20170901,22.3098,22.4334,22.3098,22.4334,978060
20170831,22.3098,22.4334,22.3098,22.4334,1196380
20170830,22.4334,22.4334,22.248,22.4334,830100
20170829,22.3098,22.4334,22.2171,22.4334,990000
20170828,22.248,22.4334,22.1862,22.4334,761670
20170825,22.1862,22.4334,22.1244,22.4334,615370
20170824,22.4643,22.4643,22.1244,22.4025,678690
20170823,22.248,22.7424,22.0935,22.3716,520790
20170822,21.5064,22.248,21.5064,22.248,2295930
20170821,22.1244,22.7424,21.939,22.1553,798670
20170818,23.484,23.793,22.9896,22.9896,1092840
20170817,24.102,24.102,20.394,24.102,58299310
