Date,Open,High,Low,Close,Volume
20180629,26,26.7,25.7,26,2112720
20180628,26.4,26.8,25.8,25.9,3833920
20180627,27.8,28.2,26.8,26.8,1931320
20180626,27.5,28.1,27.3,27.8,1283390
20180625,28.05,28.65,27.9,28.2,1937980
20180622,26.05,27.65,26.05,27.5,2281830
20180621,27.6,28,26.6,26.8,2073850
20180620,27.1,28,26.65,28,2364060
20180619,26.8,27,25.4,26.8,5460120
20180618,29,29.05,27.2,27.3,2873220
20180615,28,29,27.8,29,2262000
20180614,29.7,29.9,28.3,28.3,3869180
20180613,29.6,30,29.15,29.65,1672030
20180612,30.3,30.5,28.85,29.6,4314510
20180611,31.1,31.95,31,31,2320290
20180608,31.2,31.7,30.8,31.5,2683390
20180607,31.8,32.2,31.2,31.2,3704890
20180606,30.45,31.8,29.8,31.8,2532640
20180605,30.3,31.2,29.6,30.4,3066250
20180604,29,30.6,28.4,30.5,4878280
20180601,29,30.7,28.8,29.7,3634920
20180531,27.3,29.4,27.3,29.25,3412580
20180530,28,28.5,27.35,27.6,2144210
20180529,26.5,27.6,25.8,27.6,2874020
20180528,27.1,27.2,25.8,25.8,3902270
20180525,29.85,30.1,27.7,27.7,2161610
20180524,30.5,30.75,29.45,29.65,1089040
20180523,28.8,30.5,28.75,30.45,1819230
20180522,31,31.4,29.3,29.3,3119620
20180521,32.95,32.95,31.5,31.5,2405890
20180518,33,33.4,31,32.95,2937450
20180517,33.2,33.5,32.7,33,1502680
20180516,34.1,34.3,33.15,33.2,1856760
20180515,34.3,35,34,34.6,2221560
20180514,34.6,34.7,33.7,34.3,918220
20180511,32.7,34.2,31.5,34,2116330
20180510,34.4,35.6,32.55,32.7,2834040
20180509,35,36.25,34.5,35,1843140
20180508,34.75,36.95,34.4,35.5,3013460
20180507,32.95,34.75,31.7,34.75,3558490
20180504,34.1,34.5,32.5,32.5,1599340
20180503,32.2,34.9,31.25,33.7,4169480
20180502,33.6,36.9,33.6,33.6,1868640
20180427,36.4,38.1,36,36.1,2026830
20180426,37.8,38.5,35.5,36.5,2207270
20180424,37,38.5,35.9,38,2503080
20180423,39.8,40.65,36.7,36.7,3210890
20180420,38.5,39.55,37,39.45,2415490
20180419,40.2,40.4,37.8,38,2755020
